Filename,tnodeembed-AUC,tnodeembed-F1_micro,tnodeembed-F1_macro,tnodeembed-final_loss,tnodeembed-final_accuracy,node2vec-AUC,node2vec-F1_micro,node2vec-F1_macro,node2vec-final_loss,node2vec-final_accuracy
CollegeMsg_20040415_nodes_2_edges_1_component_0.log,0.4984741445597847,0.49816176470588236,0.33627174260647097,0.6880423426628113,0.5151515007019043,0.49845950175413306,0.49816176470588236,0.33627174260647097,0.6866738200187683,0.5108225345611572
CollegeMsg_20040416_nodes_2_edges_1_component_0.log,0.46396893622645136,0.5018382352941176,0.3374053349513472,0.6872681975364685,0.4935064911842346,0.5359807525951557,0.5379901960784313,0.4147095993527468,0.6877084970474243,0.4935064911842346
CollegeMsg_20040419_nodes_2_edges_1_component_0.log,0.46429971345155713,0.46231617647058826,0.32244567833083976,0.6872308850288391,0.5021644830703735,0.46429520797289503,0.5018382352941176,0.3374053349513472,0.6875539422035217,0.5064935088157654
CollegeMsg_20040420_nodes_11_edges_11_component_0.log,0.5452605368127643,0.5520833333333334,0.4503911324874921,0.6785014271736145,0.523809552192688,0.48340782391387926,0.46231617647058826,0.3266718158663133,0.6730836033821106,0.5324675440788269
CollegeMsg_20040421_nodes_9_edges_8_component_0.log,0.5598023446510959,0.5628063725490197,0.4796224774656559,0.6587538123130798,0.5497835278511047,0.5532780360918877,0.5594362745098039,0.47329412018184563,0.649224042892456,0.5454545617103577
CollegeMsg_20040422_nodes_85_edges_126_component_0.log,0.5881620800893888,0.5827205882352942,0.5274814417999542,0.5924587249755859,0.5974025726318359,0.5910775002402922,0.5824142156862745,0.5219278351346341,0.6070136427879333,0.5800865888595581
CollegeMsg_20040423_nodes_82_edges_108_component_0.log,0.5974307883386197,0.5830269607843137,0.5310130449053312,0.57722008228302,0.6233766078948975,0.590189357759035,0.5465686274509803,0.4715208609840981,0.595525324344635,0.6190476417541504
CollegeMsg_20040424_nodes_119_edges_189_component_0.log,0.5564468894175318,0.5621936274509803,0.5064429260190723,0.5257128477096558,0.6406926512718201,0.5543679864715495,0.5591299019607843,0.5008861936878611,0.5449934005737305,0.6666666865348816
CollegeMsg_20040425_nodes_94_edges_133_component_0.log,0.5802164807405805,0.5119485294117647,0.4349339375424311,0.4930112957954407,0.6536796689033508,0.5788931841118798,0.5719975490196079,0.5201397714906191,0.5527799725532532,0.6363636255264282
CollegeMsg_20040426_nodes_110_edges_157_component_0.log,0.5877744211961746,0.5738357843137255,0.5222007316703301,0.5025206208229065,0.6623376607894897,0.5998765123390042,0.585171568627451,0.5350149486896328,0.5384243130683899,0.649350643157959
CollegeMsg_20040427_nodes_147_edges_275_component_0.log,0.6175622056420608,0.5909926470588235,0.551817639774909,0.42590388655662537,0.7402597665786743,0.6072844579008074,0.5860906862745098,0.5516205880196705,0.4559578597545624,0.761904776096344
CollegeMsg_20040428_nodes_167_edges_261_component_0.log,0.5958623185793925,0.5808823529411765,0.54402384189062,0.38735726475715637,0.7748917937278748,0.5938249035827566,0.5802696078431373,0.5484857235751343,0.46449393033981323,0.7359307408332825
CollegeMsg_20040429_nodes_178_edges_320_component_0.log,0.6441456561178394,0.6161151960784313,0.5954917087902539,0.3665383756160736,0.7878788113594055,0.6362426710880432,0.6130514705882353,0.5945635509127905,0.3989192545413971,0.8138527870178223
