Filename,tnodeembed-AUC,tnodeembed-F1_micro,tnodeembed-F1_macro,tnodeembed-final_loss,tnodeembed-final_accuracy,node2vec-AUC,node2vec-F1_micro,node2vec-F1_macro,node2vec-final_loss,node2vec-final_accuracy
interactions_with_dates_1970_nodes_2_edges_1_component_0.log,0.9028301334502605,0.0,0.0,5.238644599914551,0.14393939077854156,0.9001811476555746,0.0,0.0,5.599216461181641,0.09848485141992569
interactions_with_dates_1972_nodes_2_edges_1_component_0.log,0.888480398829409,0.0,0.0,4.306711196899414,0.1515151560306549,0.895907822052533,0.0,0.0,5.532105445861816,0.21969696879386902
interactions_with_dates_1975_nodes_2_edges_1_component_0.log,0.8845223624435743,0.0,0.0,4.233559608459473,0.1818181872367859,0.8813436873702718,0.0,0.0,5.529383659362793,0.1818181872367859
interactions_with_dates_1976_nodes_2_edges_1_component_0.log,0.9149193878298869,0.0,0.0,4.331984043121338,0.19696970283985138,0.9126454553709342,0.0,0.0,5.532923698425293,0.1818181872367859
interactions_with_dates_1977_nodes_2_edges_1_component_0.log,0.9067286981772789,0.0,0.0,4.420783042907715,0.1818181872367859,0.9086348623186014,0.0,0.0,5.516468524932861,0.19696970283985138
interactions_with_dates_1979_nodes_3_edges_2_component_0.log,0.8819900996569916,0.0,0.0,4.316411972045898,0.22727273404598236,0.8956128244919908,0.0,0.0,5.508666515350342,0.2348484843969345
interactions_with_dates_1980_nodes_2_edges_1_component_0.log,0.8742933408581859,0.0,0.0,4.170055866241455,0.19696970283985138,0.8658277859893432,0.0,0.0,5.519026756286621,0.22727273404598236
interactions_with_dates_1981_nodes_2_edges_1_component_0.log,0.894205713661838,0.0,0.0,4.208596229553223,0.1515151560306549,0.8917147779558933,0.0,0.0,5.476928234100342,0.17424242198467255
interactions_with_dates_1982_nodes_3_edges_2_component_0.log,0.8952694859269118,0.0,0.0,4.214181900024414,0.24242424964904785,0.8881710329663831,0.0,0.0,5.490568161010742,0.22727273404598236
interactions_with_dates_1983_nodes_16_edges_15_component_0.log,0.8964470403466257,0.0,0.0,4.2641072273254395,0.12878787517547607,0.8880117662824053,0.0,0.0,5.526570796966553,0.12878787517547607
interactions_with_dates_1984_nodes_3_edges_2_component_0.log,0.9072074771719048,0.0006073489219556636,0.00015555728396982187,4.267421245574951,0.21969696879386902,0.9117398109154988,0.0,0.0,5.482129096984863,0.1818181872367859
interactions_with_dates_1985_nodes_3_edges_2_component_0.log,0.8901516682803547,0.0,0.0,4.275373458862305,0.15909090638160706,0.8900316046670825,0.0,0.0,5.531423568725586,0.09848485141992569
interactions_with_dates_1986_nodes_5_edges_6_component_0.log,0.8962805973299426,0.0,0.0,4.211578369140625,0.21969696879386902,0.888971789665211,0.0,0.0,5.484489440917969,0.22727273404598236
interactions_with_dates_1987_nodes_10_edges_13_component_0.log,0.9037871082231399,0.0,0.0,4.285511493682861,0.17424242198467255,0.8631812660526783,0.0,0.0,5.495380878448486,0.11363636702299118
interactions_with_dates_1988_nodes_6_edges_5_component_0.log,0.9017419396382282,0.0,0.0,4.3621826171875,0.21969696879386902,0.8958737711651157,0.0,0.0,5.459805488586426,0.20454545319080353
interactions_with_dates_1989_nodes_5_edges_4_component_0.log,0.8990539258770888,0.0,0.0,4.230123519897461,0.20454545319080353,0.8909170402958935,0.0,0.0,5.499279975891113,0.12878787517547607
interactions_with_dates_1990_nodes_10_edges_13_component_0.log,0.9007622805817077,0.0,0.0,4.203622341156006,0.2651515007019043,0.8950907750846566,0.0,0.0,5.450279235839844,0.20454545319080353
interactions_with_dates_1991_nodes_11_edges_10_component_0.log,0.8966700209808522,0.0,0.0,4.316980838775635,0.3030303120613098,0.900834548010835,0.0,0.0,5.306576251983643,0.2954545319080353
interactions_with_dates_1992_nodes_33_edges_36_component_0.log,0.8892457223855039,0.0017740981667652275,0.0001824262693827911,4.249847412109375,0.21212121844291687,0.8822029247090681,0.0,0.0,5.460790634155273,0.25
interactions_with_dates_1993_nodes_81_edges_94_component_0.log,0.8666397797055114,0.0,0.0,4.186738014221191,0.24242424964904785,0.8626503892854563,0.0,0.0,5.488016605377197,0.22727273404598236
interactions_with_dates_1994_nodes_111_edges_142_component_0.log,0.88224014899335,0.0,0.0,4.424225807189941,0.2348484843969345,0.8721558940355049,0.0,0.0,5.289395332336426,0.280303031206131
interactions_with_dates_1995_nodes_270_edges_335_component_0.log,0.8660763717885713,0.0,0.0,4.209286689758301,0.28787878155708313,0.848185698800562,0.0,0.0,5.4283976554870605,0.2651515007019043
interactions_with_dates_1996_nodes_414_edges_564_component_0.log,0.8763891961633923,0.0,0.0,4.272633075714111,0.24242424964904785,0.8411279584301528,0.0,0.0,5.380774021148682,0.22727273404598236
interactions_with_dates_1997_nodes_580_edges_827_component_0.log,0.8562235798803017,0.0,0.0,4.312576770782471,0.2348484843969345,0.8367912803874092,0.0,0.0,5.139346122741699,0.28787878155708313
interactions_with_dates_1998_nodes_757_edges_1054_component_0.log,0.8623544157238487,0.0,0.0,4.277422904968262,0.2651515007019043,0.8398408579543308,0.0,0.0,5.0855712890625,0.24242424964904785
interactions_with_dates_1999_nodes_1027_edges_1499_component_0.log,0.847335361743053,0.0,0.0,4.03737735748291,0.43939393758773804,0.8188648272994355,0.0,0.0,4.909595012664795,0.3863636255264282
interactions_with_dates_2000_nodes_1235_edges_1748_component_0.log,0.8381344340411593,0.0,0.0,4.120248317718506,0.3636363744735718,0.8350849716621807,0.0,0.0,4.72406005859375,0.4318181872367859
interactions_with_dates_2001_nodes_1420_edges_1951_component_0.log,0.8469771852988357,0.0,0.0,4.152556419372559,0.4015151560306549,0.8330090838153152,0.0,0.0,4.716703414916992,0.4318181872367859
interactions_with_dates_2002_nodes_1703_edges_2399_component_0.log,0.8482070700345468,0.0,0.0,3.9608700275421143,0.31060606241226196,0.8022778446378418,0.0,0.0,4.438009738922119,0.469696968793869
interactions_with_dates_2003_nodes_1955_edges_2962_component_0.log,0.8415511510367,0.0,0.0,3.8107359409332275,0.43939393758773804,0.8243653530159688,0.0,0.0,4.421659469604492,0.5454545617103577
interactions_with_dates_2004_nodes_3198_edges_6820_component_0.log,0.852057250871195,0.0,0.0,3.6956088542938232,0.35606059432029724,0.849572613654358,0.0,0.0,4.386598110198975,0.469696968793869
interactions_with_dates_2005_nodes_4809_edges_10768_component_0.log,0.8722248902199452,0.0,0.0,3.521547317504883,0.47727271914482117,0.8655110730243898,0.0,0.0,4.250970840454102,0.5454545617103577
interactions_with_dates_2006_nodes_2482_edges_3918_component_0.log,0.8868724593689024,0.0030175015087507543,0.00014292656433124662,3.4203269481658936,0.3484848439693451,0.876565244832691,0.0,0.0,4.088314533233643,0.5378788113594055
interactions_with_dates_2008_nodes_2479_edges_3856_component_0.log,0.863999793433338,0.0,0.0,3.485609769821167,0.4166666567325592,0.8460507249577374,0.0,0.0,4.0313639640808105,0.6060606241226196
interactions_with_dates_2009_nodes_4567_edges_9343_component_0.log,0.8566186923292984,0.0,0.0,3.501832962036133,0.43939393758773804,0.8398758825204758,0.0,0.0,4.184423923492432,0.6060606241226196
interactions_with_dates_2010_nodes_5300_edges_14454_component_0.log,0.8902104974257797,0.0,0.0,3.1241321563720703,0.4015151560306549,0.8749519992953273,0.0,0.0,3.9390110969543457,0.5833333134651184
interactions_with_dates_2012_nodes_4891_edges_10687_component_0.log,0.9016599417695471,0.0,0.0,2.8584933280944824,0.280303031206131,0.8751008193308476,0.0,0.0,3.8283796310424805,0.5227272510528564
interactions_with_dates_2013_nodes_4358_edges_8265_component_0.log,0.9231568696427015,0.0,0.0,2.839421033859253,0.2954545319080353,0.8905709014561848,0.0,0.0,3.734131336212158,0.6742424368858337
interactions_with_dates_2007_nodes_3106_edges_6237_component_0.log,,,,,,0.8541893060001742,0.0,0.0,3.9504778385162354,0.49242424964904785
interactions_with_dates_2011_nodes_9876_edges_20115_component_0.log,,,,,,0.8719918123716528,0.0,0.0,3.795107841491699,0.6212121248245239
interactions_with_dates_2014_nodes_7832_edges_26081_component_0.log,,,,,,0.9056819165982617,0.0,0.0,3.6075146198272705,0.5151515007019043
