Filename,tnodeembed-AUC,tnodeembed-F1_micro,tnodeembed-F1_macro,tnodeembed-final_loss,tnodeembed-final_accuracy,node2vec-AUC,node2vec-F1_micro,node2vec-F1_macro,node2vec-final_loss,node2vec-final_accuracy
CollegeMsg_20040415_nodes_2_edges_1_component_0.log,0.7426973377785404,0.0,0.0,4.641813278198242,0.1875,0.7201620988895153,0.0,0.0,4.6933794021606445,0.1875
CollegeMsg_20040416_nodes_2_edges_1_component_0.log,0.6946718799794083,0.0,0.0,4.636292934417725,0.3125,0.7039124359571495,0.0,0.0,4.692949295043945,0.3125
CollegeMsg_20040419_nodes_2_edges_1_component_0.log,0.7369023484421346,0.0,0.0,4.632655143737793,0.375,0.6992081974848626,0.0,0.0,4.691657066345215,0.375
CollegeMsg_20040420_nodes_11_edges_11_component_0.log,0.7153240445664698,0.0,0.0,4.643342018127441,0.25,0.7191411516681783,0.0,0.0,4.6933794021606445,0.25
CollegeMsg_20040421_nodes_9_edges_8_component_0.log,0.749405841688525,0.0,0.0,4.63723611831665,0.25,0.7105929326109872,0.0,0.0,4.692087650299072,0.25
CollegeMsg_20040422_nodes_85_edges_126_component_0.log,0.6943063148089134,0.0,0.0,4.51505708694458,0.125,0.6860988711298507,0.0,0.0,4.637797832489014,0.1875
CollegeMsg_20040423_nodes_82_edges_108_component_0.log,0.6565654953055672,0.0,0.0,4.390486717224121,0.5625,0.6646595616895056,0.0,0.0,4.605887413024902,0.5
CollegeMsg_20040424_nodes_119_edges_189_component_0.log,0.7137932672272205,0.0,0.0,4.485140323638916,0.3125,0.7201183413821,0.0,0.0,4.6300811767578125,0.3125
CollegeMsg_20040425_nodes_94_edges_133_component_0.log,0.7753489262863728,0.0,0.0,4.38048791885376,0.4375,0.7304186992866423,0.0,0.0,4.557554721832275,0.3125
CollegeMsg_20040426_nodes_110_edges_157_component_0.log,0.7629601892481553,0.0,0.0,4.426346302032471,0.1875,0.7348922609271199,0.0,0.0,4.602931976318359,0.1875
CollegeMsg_20040427_nodes_147_edges_275_component_0.log,0.5989197288750521,0.0,0.0,4.381870269775391,0.3125,0.6519535214375014,0.0,0.0,4.56245231628418,0.1875
CollegeMsg_20040428_nodes_167_edges_261_component_0.log,0.7457614664280636,0.0,0.0,4.290258407592773,0.375,0.6585416615595814,0.0,0.0,4.495299339294434,0.3125
CollegeMsg_20040429_nodes_178_edges_320_component_0.log,0.6617188610791067,0.0,0.0,4.191741943359375,0.5625,0.6718161204128159,0.0,0.0,4.385388374328613,0.5625
CollegeMsg_20040430_nodes_241_edges_451_component_0.log,0.7016194874120559,0.0,0.0,4.286836624145508,0.375,0.6338805983869782,0.0,0.0,4.486840724945068,0.25
CollegeMsg_20040501_nodes_181_edges_288_component_0.log,0.6705641286495233,0.0,0.0,4.360354900360107,0.375,0.6248587993038021,0.0,0.0,4.53820276260376,0.375
CollegeMsg_20040502_nodes_162_edges_241_component_0.log,0.7379574007795455,0.0,0.0,4.126126289367676,0.5,0.656173914642218,0.0,0.0,4.296474933624268,0.5625
CollegeMsg_20040503_nodes_252_edges_437_component_0.log,0.7105725246978649,0.0,0.0,4.320708274841309,0.375,0.6752021792954674,0.0,0.0,4.526589870452881,0.375
CollegeMsg_20040504_nodes_321_edges_667_component_0.log,0.699844856960753,0.0,0.0,4.342841148376465,0.375,0.6371323204961635,0.0,0.0,4.506672382354736,0.375
CollegeMsg_20040505_nodes_310_edges_564_component_0.log,0.6593865062633295,0.0,0.0,4.218537330627441,0.375,0.6017226301081068,0.0,0.0,4.445366859436035,0.3125
CollegeMsg_20040506_nodes_335_edges_638_component_0.log,0.6815841872380064,0.0,0.0,4.309274673461914,0.5,0.64902869364842,0.0,0.0,4.586470127105713,0.375
CollegeMsg_20040507_nodes_355_edges_639_component_0.log,0.7326459809281004,0.0,0.0,4.11641788482666,0.4375,0.5826043071115142,0.0,0.0,4.339903354644775,0.3125
CollegeMsg_20040508_nodes_411_edges_618_component_0.log,0.7219368825533792,0.0,0.0,4.131298065185547,0.5,0.6116031549530557,0.0,0.0,4.34030294418335,0.5
CollegeMsg_20040509_nodes_255_edges_370_component_0.log,0.7175328181305616,0.0,0.0,4.077244281768799,0.625,0.6126543769764421,0.0,0.0,4.346872806549072,0.375
CollegeMsg_20040510_nodes_286_edges_485_component_0.log,0.7046767214963352,0.0,0.0,3.9897561073303223,0.5625,0.651800308876523,0.0,0.0,4.089415073394775,0.5625
CollegeMsg_20040511_nodes_251_edges_409_component_0.log,0.7155679896060598,0.0,0.0,4.161416053771973,0.625,0.582377736376339,0.0,0.0,4.3480706214904785,0.5
CollegeMsg_20040512_nodes_343_edges_524_component_0.log,0.6711570919030225,0.0,0.0,3.9360556602478027,0.75,0.6148532223665825,0.0,0.0,4.171630859375,0.375
CollegeMsg_20040513_nodes_278_edges_374_component_0.log,0.6852516669526634,0.0,0.0,4.038909912109375,0.5625,0.602600354227441,0.0,0.0,4.137787818908691,0.4375
CollegeMsg_20040514_nodes_182_edges_206_component_0.log,0.6738804451744171,0.0,0.0,3.838526487350464,0.6875,0.6211316892604123,0.0,0.0,4.068141937255859,0.5
CollegeMsg_20040515_nodes_269_edges_369_component_0.log,0.719010522638688,0.0,0.0,4.085119247436523,0.625,0.5864530679283211,0.0,0.0,4.342656135559082,0.5
CollegeMsg_20040516_nodes_234_edges_301_component_0.log,0.7214018949329543,0.0,0.0,3.8941092491149902,0.8125,0.6431574963841836,0.0,0.0,4.0101728439331055,0.5625
CollegeMsg_20040517_nodes_313_edges_464_component_0.log,0.6889427414017111,0.0,0.0,3.941856861114502,0.6875,0.6218716446449146,0.0,0.0,4.319423675537109,0.375
CollegeMsg_20040518_nodes_389_edges_591_component_0.log,0.7416233177260804,0.0,0.0,4.032625198364258,0.6875,0.6109872098154094,0.0,0.0,4.172009468078613,0.5625
CollegeMsg_20040519_nodes_357_edges_570_component_0.log,0.6808489814428946,0.0,0.0,3.952646255493164,0.625,0.5795392285441129,0.0,0.0,4.174074172973633,0.5
CollegeMsg_20040520_nodes_384_edges_601_component_0.log,0.7307749184909176,0.0,0.0,3.971072196960449,0.625,0.6158375824283577,0.0,0.0,4.369502067565918,0.3125
CollegeMsg_20040521_nodes_373_edges_528_component_0.log,0.6892348564704729,0.0,0.0,3.974425792694092,0.75,0.6079005282769103,0.0,0.0,4.096289157867432,0.4375
CollegeMsg_20040522_nodes_286_edges_383_component_0.log,0.6783659267521388,0.0,0.0,3.77592134475708,0.625,0.6219386904615988,0.0,0.0,3.9890646934509277,0.6875
CollegeMsg_20040523_nodes_241_edges_299_component_0.log,0.7214075025126859,0.0,0.0,4.044615745544434,0.875,0.5613765842178805,0.0,0.0,4.205672740936279,0.8125
CollegeMsg_20040524_nodes_392_edges_586_component_0.log,0.7368735444806707,0.0,0.0,3.817296028137207,0.625,0.6081640845243057,0.0,0.0,4.1208953857421875,0.625
CollegeMsg_20040525_nodes_402_edges_632_component_0.log,0.6592486762434732,0.0,0.0,3.7160637378692627,1.0,0.6287013396906331,0.0,0.0,3.9296042919158936,0.5625
